3835,105,37,89
3836,175,112,155
3837,145,47,171
3838,111,106,193
3839,132,134,213
3840,172,187,239
3841,189,207,232
3842,59,89,139
3843,14,131,208
3844,4,146,182
3845,9,185,217
3846,54,208,237
3847,37,107,88
3848,67,142,123
3849,101,168,152
3850,6,149,79
3851,73,190,130
3852,209,137,9
3853,231,109,36
3854,241,144,70
3855,246,198,126
3856,246,178,131
3857,126,44,45
3858,145,66,67
3859,199,113,109
3860,144,92,102
3861,169,126,139
3862,134,84,68
3863,164,110,95
3864,197,153,136
3865,246,247,247
3866,234,219,212
=======
311,0,2,41
312,0,51,119
315,83,26,45
316,157,72,129
317,40,63,92
318,90,116,160
319,10,66,50
320,28,118,75
321,180,4,0
322,16,93,176
326,129,0,8
327,68,15,70
333,32,32,137
334,23,114,184
335,204,53,94
336,0,17,58
340,85,103,186
341,112,153,217
347,166,15,3
349,188,13,0
350,215,38,11
351,228,55,29
352,238,101,86
353,249,156,148
355,125,4,0
356,177,42,30
367,0,91,53
368,86,167,108
369,163,211,165
370,176,152,66
371,180,146,70
372,196,185,127
400,98,34,4
402,220,118,66
407,179,98,91
413,36,51,63
414,68,89,124
415,158,172,209
420,141,78,13
422,197,168,107
433,102,49,9
434,165,82,1
435,205,116,29
436,232,158,77
437,242,194,124
444,247,170,0
445,244,226,98
451,135,116,131
452,192,174,200
453,222,223,240
469,67,99,16
470,89,115,0
471,103,130,0
472,181,180,32
498,130,0,0
500,5,29,25
501,16,54,33
502,49,105,69
503,69,135,107
504,80,180,173
505,0,75,21
517,0,56,126
518,0,103,155
519,51,151,205
520,34,72,41
522,90,125,69
523,114,139,78
524,168,168,122
535,50,50,53
543,245,238,240
550,24,0,41
552,96,39,133
553,117,71,159
554,189,148,209
561,0,51,22
562,18,115,45
563,95,174,115
564,130,189,133
580,100,108,20
581,123,163,32
597,17,121,140
598,68,148,145
600,171,2,46
601,180,9,65
602,213,36,104
603,231,85,148
604,228,101,161
605,237,143,197
606,228,26,3
608,242,48,1
610,100,67,25
611,125,99,50
612,189,158,98
613,228,233,223
632,94,28,22
640,102,85,50
642,132,118,74
644,202,190,151
645,70,75,75
646,97,101,92
647,113,131,120
648,151,156,152
666,223,12,0
676,230,202,114
677,249,237,202
680,181,126,17
699,5,61,21
700,0,85,21
701,0,104,24
702,24,124,22
703,74,148,22
704,106,163,16
712,255,249,235
718,147,1,94
720,221,49,0
721,239,69,9
722,247,107,57
725,234,147,16
726,254,185,32
727,243,211,91
728,251,191,36
729,203,153,37
730,80,71,24
731,97,86,20
732,115,102,16
733,176,152,26
734,199,183,70
738,244,218,164
739,254,234,202
740,245,65,0
741,247,103,3
742,249,134,12
743,254,168,21
744,247,191,71
745,243,208,128
746,251,249,254
747,138,199,217
754,230,137,131
758,221,123,112
760,232,101,114
761,239,145,163
762,199,215,238
772,198,218,159
775,172,215,246
776,248,143,166
777,97,4,8
778,198,132,161
779,75,49,54
780,124,55,1
781,153,77,3
782,183,101,5
783,222,134,5
791,0,18,92
792,0,61,159
793,36,107,181
794,58,142,207
796,0,34,107
797,0,38,112
798,0,66,156
799,12,112,184
800,111,178,222
801,86,45,18
803,0,31,90
806,0,82,144
807,0,112,159
809,49,131,198
813,1,124,185
814,62,10,20
815,95,0,5
816,112,0,1
817,189,25,0
818,243,183,201
819,227,195,209
820,0,29,94
822,232,221,200
823,0,0,26
824,0,40,103
825,0,60,135
826,0,85,160
827,70,170,223
828,128,184,203
829,94,53,8
830,100,67,11
831,146,103,11
832,171,126,16
833,199,166,40
834,214,194,87
838,24,15,12
839,58,31,17
840,130,87,38
841,164,118,75
842,219,188,151
844,46,47,48
869,101,58,7
890,15,54,38
891,234,36,45
892,240,53,65
893,237,64,95
894,242,108,151
895,2,67,42
898,55,36,25
899,205,67,115
900,180,25,0
902,60,7,24
904,38,80,17
905,41,101,15
906,58,142,22
907,114,167,15
909,0,76,37
910,0,105,52
911,0,126,71
912,0,151,107
913,22,167,127
915,72,0,22
917,142,1,87
918,107,17,3
919,129,22,0
920,162,29,0
921,203,56,4
922,221,74,17
924,11,39,45
926,66,94,100
927,114,143,140
928,163,181,181
930,0,44,78
931,32,99,139
932,78,142,182
934,51,61,54
935,52,71,50
936,64,85,40
937,77,97,25
938,29,20,18
939,0,0,15
943,0,118,92
945,230,168,151
946,232,47,0
947,239,58,0
948,231,191,193
950,216,152,147
951,236,195,182
954,56,181,151
955,132,215,198
956,242,71,110
957,245,126,169
958,0,150,131
959,27,167,157
961,197,45,85
962,208,75,122
963,245,173,203
964,129,208,209
966,124,169,116
967,250,156,152
970,247,87,12
971,255,105,45
972,247,134,0
973,245,175,0
975,101,28,1
976,198,81,0
977,223,110,25
986,0,76,28
987,0,91,41
988,27,128,44
989,63,148,69
991,0,82,50
992,4,135,107
993,57,168,133
995,0,80,178
996,0,137,227
3011,80,72,29
3012,152,141,63
3013,186,190,137
3021,29,23,17
3022,118,120,82
3023,158,153,120
3024,204,201,198
3031,34,26,24
3032,149,121,74
3033,236,223,196
3041,79,51,83
3042,134,116,156
3045,215,167,73
3046,225,208,133
3047,240,238,214
3051,69,82,42
3052,109,119,61
3053,137,143,66
3064,176,89,73
3072,175,200,202
3078,244,223,139
3325,103,180,238
3326,228,121,155
3328,180,37,37
3340,244,69,29
3341,247,99,78
3345,18,82,41
3346,34,93,34
3347,58,124,50
3348,170,173,91
3350,152,5,46
3354,215,110,149
3362,18,66,30
3363,50,105,55
3364,97,139,75
3371,9,6,5
3607,166,38,126
3608,189,94,165
3609,205,132,197
3685,64,0,26
3687,166,22,85
3688,187,59,118
3689,232,143,193
3705,231,33,48
3706,244,92,124
3708,247,128,176
3712,203,64,70
3713,239,173,188
3716,236,120,163
3721,118,12,21
3722,152,34,54
3726,111,39,40
3727,194,118,160
3731,187,33,75
3733,213,75,119
3740,60,36,57
3743,164,153,185
3746,47,60,159
3747,175,197,234
3750,0,20,45
3752,134,190,227
3753,168,210,240
3755,62,159,226
3756,219,238,255
3760,0,76,143
3761,102,181,222
3765,0,56,108
3766,44,150,184
3768,21,60,75
3770,247,222,213
3771,219,118,99
3772,126,53,42
3773,172,115,108
3774,219,178,174
3776,192,74,13
3777,120,2,0
3778,196,70,59
3779,228,136,140
3781,58,38,18
3782,186,156,108
3787,56,51,38
3790,89,61,29
3799,34,39,45
3801,236,26,25
3802,77,4,36
3803,103,1,44
3804,174,6,74
3805,185,23,103
3806,213,67,133
3807,2,72,163
3808,0,53,71
3809,0,72,102
3810,0,91,108
3811,108,178,177
3812,0,96,71
3813,120,168,139
3814,0,103,66
3815,11,91,53
3816,51,126,90
3817,121,179,141
3818,0,67,44
3819,214,215,108
3820,216,164,12
3821,236,199,63
3822,236,213,118
3823,237,226,186
3824,249,129,120
3825,251,140,96
3826,157,48,0
3827,223,125,48
3828,175,120,50
3829,160,103,7
3830,158,11,1
3831,170,6,20
3832,203,34,59
3833,204,61,94
3834,49,6,48
3835,92,38,100
3836,147,94,156
3837,72,48,147
3838,16,66,159
3839,57,102,184
3840,97,167,229
3841,146,210,252
3842,0,33,91
3843,0,115,211
3844,0,114,186
3845,0,146,203
3846,0,166,218
3847,4,58,49
3848,0,85,66
3849,4,124,107
3850,0,81,54
3851,0,145,111
3852,208,141,0
3853,227,81,8
3854,244,131,52
3855,250,183,100
3856,240,156,111
3857,41,0,7
3858,89,10,18
3859,162,59,62
3860,107,72,81
3861,160,129,149
3862,131,85,52
3863,160,115,83
3864,216,181,155
3865,253,246,235
3866,237,230,222
>>>>>>> branch 'master' of https://github.com/reinvert/CrossStitchConverter
B5200,255,255,255
<<<<<<< HEAD
BLANC,250,251,251
Ecru,246,233,215
=======
BLANC,253,251,248
ECRU,247,238,221
>>>>>>> branch 'master' of https://github.com/reinvert/CrossStitchConverter
